yr_released,race,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,enhanced,ethnicity
2012,White,2,7,Drug,Trafficking,Paroled,2JD,0,1,0,0,Non Hispanic
2012,White,4,7,Drug,Trafficking,Paroled,5JD,1,1,0,0,Non Hispanic
2012,White,5,3,Public Order,Alcohol,Paroled,7JD,0,1,0,0,Non Hispanic
2012,Black,2,6,Property,Theft,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Drug,Trafficking,Paroled,4JD,0,1,1,0,Non Hispanic
2012,White,4,3,Public Order,OWI,Discharged,,0,0,1,1,Non Hispanic
2012,White,4,3,Public Order,OWI,Discharged,,0,0,1,1,Non Hispanic
2012,White,4,3,Public Order,OWI,Discharged,,0,0,1,1,Non Hispanic
2012,Black,4,4,Property,Burglary,Discharged,,1,0,0,1,Non Hispanic
2012,White,4,4,Drug,Trafficking,Paroled,3JD,0,1,0,0,Non Hispanic
2012,White,1,3,Violent,Sex,Special Sentence,2JD,1,1,0,0,Non Hispanic
2012,White,5,3,Public Order,Alcohol,Discharged,,1,0,0,0,Non Hispanic
2012,White,5,3,Public Order,Alcohol,Discharged,,1,0,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,4JD,1,1,0,0,Non Hispanic
2012,Black,2,4,Property,Forgery/Fraud,Paroled,1JD,0,1,0,0,Non Hispanic
2012,White,1,4,Property,Theft,Paroled,5JD,1,1,0,0,Non Hispanic
2012,Black,2,4,Drug,Drug Possession,Paroled,3JD,0,1,1,2,Non Hispanic
2012,White,5,6,Drug,Trafficking,Paroled,8JD,0,0,0,0,Non Hispanic
2012,White,3,4,Violent,Assault,Discharged,,1,0,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,5JD,1,1,0,0,Non Hispanic
2012,White,5,3,Drug,Drug Possession,Paroled,2JD,0,1,1,1,Non Hispanic
2012,Black,3,7,Drug,Trafficking,Paroled,5JD,1,1,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,ISC,0,0,0,0,Non Hispanic
2012,N/A/PA,4,3,Drug,Drug Possession,Discharged,,0,0,0,1,Hispanic
2012,White,3,3,Violent,Assault,Paroled,3JD,0,1,0,0,Non Hispanic
2012,White,2,4,Property,Burglary,Paroled,8JD,0,1,0,0,Non Hispanic
2012,White,2,4,Property,Burglary,Paroled,8JD,0,1,0,0,Non Hispanic
2012,White,2,4,Property,Burglary,Paroled,8JD,0,1,0,0,Non Hispanic
2012,White,5,3,Property,Theft,Discharged,,1,0,0,0,Non Hispanic
2012,N/A/PA,2,4,Public Order,OWI,Paroled,3JD,1,1,0,1,Hispanic
2012,White,3,4,Drug,Trafficking,Paroled,5JD,0,1,0,0,Non Hispanic
2012,Black,1,4,Drug,Trafficking,Paroled,7JD,0,0,0,0,Non Hispanic
2012,White,4,4,Public Order,Traffic,Discharged,,0,0,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,1JD,1,1,0,0,Non Hispanic
2012,White,3,3,Public Order,Alcohol,Discharged,,1,0,0,0,Non Hispanic
2012,White,2,3,Violent,Assault,Discharged,,1,0,0,0,Non Hispanic
2012,White,5,6,Property,Theft,Paroled,8JD,0,1,0,0,Non Hispanic
2012,White,4,6,Drug,Other Drug,Paroled,ISC,0,0,0,0,Non Hispanic
2012,White,4,6,Drug,Trafficking,Paroled,5JD,0,1,1,0,Non Hispanic
2012,White,4,6,Drug,Trafficking,Paroled,5JD,0,1,1,0,Non Hispanic
2012,White,4,6,Drug,Trafficking,Paroled,5JD,0,1,1,0,Non Hispanic
2012,White,1,6,Drug,Trafficking,Paroled,8JD,1,1,1,0,Non Hispanic
2012,White,1,4,Violent,Murder/Manslaughter,Paroled,ISC,0,1,0,0,Non Hispanic
2012,N/A/PA,3,3,Property,Forgery/Fraud,Paroled,3JD,0,1,1,0,Hispanic
2012,White,2,4,Drug,Other Drug,Paroled,8JD,0,1,0,0,Non Hispanic
2012,White,2,3,Property,Theft,Discharged,,1,0,0,0,Non Hispanic
2012,White,2,4,Drug,Trafficking,Paroled,1JD,1,1,0,1,Non Hispanic
2012,White,1,4,Property,Burglary,Special Sentence,7JD,1,1,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Discharged,,1,0,0,0,Non Hispanic
2012,White,1,6,Drug,Trafficking,Paroled,ISC,0,0,0,0,Non Hispanic
2012,White,2,4,Property,Burglary,Paroled,ISC,0,0,0,0,Non Hispanic
2012,Black,2,6,Drug,Trafficking,Paroled,1JD,1,1,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,5JD,0,0,1,0,Non Hispanic
2012,Black,1,3,Public Order,Traffic,Paroled,7JD,0,0,1,0,Non Hispanic
2012,White,1,4,Property,Burglary,Paroled,8JD,1,0,0,0,Non Hispanic
2012,Black,3,3,Other,Special Sentence Revocation,Special Sentence,8JD,0,1,0,0,Non Hispanic
2012,White,1,6,Violent,Sex,Special Sentence,3JD,1,1,0,0,Non Hispanic
2012,Black,1,4,Violent,Other Violent,Discharged,,0,0,0,0,Non Hispanic
2012,Black,1,6,Property,Burglary,Paroled,1JD,1,0,0,0,Non Hispanic
2012,White,3,4,Property,Vandalism,Paroled,5JD,1,1,0,0,Non Hispanic
2012,White,2,4,Drug,Trafficking,Paroled,1JD,0,0,0,1,Non Hispanic
2012,Black,2,4,Drug,Trafficking,Paroled,5JD,1,1,0,0,Non Hispanic
2012,White,1,4,Property,Vandalism,Discharged,,1,0,0,0,Non Hispanic
2012,White,2,4,Drug,Trafficking,Paroled,8JD,1,1,0,1,Non Hispanic
2012,Black,2,7,Drug,Trafficking,Paroled,ISC,0,0,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,2JD,0,1,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,2JD,0,1,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,2JD,0,1,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,2JD,0,1,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,2JD,0,1,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,2JD,0,1,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,2JD,0,1,0,0,Non Hispanic
2012,White,4,4,Drug,Drug Possession,Paroled,5JD,1,1,1,2,Non Hispanic
2012,White,3,6,Drug,Trafficking,Paroled,5JD,1,1,0,0,Non Hispanic
2012,White,4,4,Property,Forgery/Fraud,Paroled,8JD,1,1,1,1,Non Hispanic
2012,White,3,7,Drug,Trafficking,Paroled,3JD,0,1,0,0,Non Hispanic
2012,White,1,6,Drug,Trafficking,Discharged,,1,0,0,0,Non Hispanic
2012,White,2,6,Other,Other Violent,Discharged,,0,0,1,0,Non Hispanic
2012,White,1,6,Drug,Trafficking,Paroled,ISC,1,1,0,0,Non Hispanic
2012,White,2,4,Drug,Trafficking,Paroled,6JD,0,1,1,0,Non Hispanic
2012,White,1,3,Public Order,OWI,Discharged,,0,0,0,1,Non Hispanic
2012,White,5,6,Drug,Trafficking,Discharged,,0,0,0,0,Non Hispanic
2012,White,5,6,Drug,Trafficking,Discharged,,0,0,0,0,Non Hispanic
2012,White,2,3,Violent,Assault,Discharged,,1,0,0,0,Non Hispanic
2012,White,5,6,Drug,Trafficking,Paroled,8JD,0,1,0,0,Non Hispanic
2012,White,2,3,Violent,Assault,Paroled,ISC,1,1,0,0,Non Hispanic
2012,White,2,3,Public Order,Weapons,Discharged,,0,0,0,1,Non Hispanic
2012,White,5,4,Public Order,OWI,Discharged,,0,0,0,1,Non Hispanic
2012,White,1,6,Property,Theft,Paroled,1JD,1,1,0,0,Non Hispanic
2012,White,2,3,Violent,Sex,Special Sentence,8JD,1,1,0,0,Non Hispanic
2012,White,3,4,Property,Forgery/Fraud,Paroled,7JD,1,1,1,0,Non Hispanic
2012,Black,1,6,Drug,Trafficking,Paroled,1JD,1,1,0,0,Non Hispanic
2012,White,3,6,Violent,Kidnap,Paroled,4JD,1,1,0,0,Non Hispanic
2012,White,2,6,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,2,6,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,2,6,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,2,6,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,2,6,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,3,7,Drug,Trafficking,Paroled,5JD,0,1,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,3JD,1,1,0,0,Non Hispanic
2012,White,2,4,Public Order,OWI,Paroled,8JD,1,1,0,1,Non Hispanic
2012,Black,2,3,Violent,Assault,Discharged,,1,0,0,0,Non Hispanic
2012,White,3,7,Drug,Trafficking,Paroled,1JD,1,1,0,0,Non Hispanic
2012,White,1,3,Property,Forgery/Fraud,Paroled,5JD,0,0,1,0,Non Hispanic
2012,Black,2,6,Violent,Sex,Special Sentence,2JD,0,1,0,0,Non Hispanic
2012,White,3,4,Public Order,Weapons,Discharged,,0,0,0,1,Non Hispanic
2012,White,3,4,Violent,Assault,Paroled,1JD,0,1,0,0,Non Hispanic
2012,White,2,6,Property,Vandalism,Paroled,5JD,1,1,0,0,Non Hispanic
2012,N/A/PA,4,4,Public Order,OWI,Discharged,,0,0,1,1,Hispanic
2012,White,4,4,Property,Burglary,Paroled,5JD,1,1,0,0,Non Hispanic
2012,White,3,7,Drug,Trafficking,Paroled,6JD,0,1,0,0,Non Hispanic
2012,White,4,4,Drug,Trafficking,Paroled,5JD,0,1,0,0,Non Hispanic
2012,White,3,2,Public Order,OWI,Discharged,,0,0,0,0,Non Hispanic
2012,White,3,7,Drug,Trafficking,Paroled,4JD,0,1,0,0,Non Hispanic
2012,White,3,7,Drug,Trafficking,Paroled,4JD,0,1,0,0,Non Hispanic
2012,White,2,4,Property,Burglary,Discharged,,1,0,0,0,Non Hispanic
2012,Black,2,4,Drug,Trafficking,Paroled,1JD,1,0,0,1,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,ISC,0,1,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,ISC,0,1,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,ISC,0,1,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,ISC,0,1,0,0,Non Hispanic
2012,White,1,4,Property,Theft,Discharged,,1,0,0,0,Non Hispanic
2012,White,1,3,Public Order,Traffic,Discharged,,1,0,0,0,Non Hispanic
2012,White,2,6,Violent,Sex,Special Sentence,7JD,1,1,0,0,Non Hispanic
2012,White,1,4,Drug,Trafficking,Paroled,7JD,0,1,0,0,Non Hispanic
2012,White,1,4,Drug,Trafficking,Paroled,7JD,0,1,0,0,Non Hispanic
2012,White,1,4,Drug,Trafficking,Paroled,7JD,0,1,0,0,Non Hispanic
2012,White,2,6,Violent,Assault,Paroled,3JD,0,1,0,0,Non Hispanic
2012,Black,2,6,Drug,Trafficking,Paroled,1JD,0,1,0,0,Non Hispanic
2012,Black,2,6,Drug,Trafficking,Paroled,1JD,0,1,0,0,Non Hispanic
2012,Black,2,6,Drug,Trafficking,Paroled,1JD,0,1,0,0,Non Hispanic
2012,Black,2,6,Drug,Trafficking,Paroled,1JD,0,1,0,0,Non Hispanic
2012,Black,2,6,Drug,Trafficking,Paroled,1JD,0,1,0,0,Non Hispanic
2012,White,4,3,Property,Burglary,Discharged,,1,0,0,0,Non Hispanic
2012,White,4,7,Drug,Trafficking,Paroled,3JD,0,1,0,0,Non Hispanic
2012,White,3,6,Drug,Trafficking,Paroled,6JD,0,1,0,0,Non Hispanic
2012,White,1,4,Violent,Sex,Special Sentence,2JD,1,1,0,0,Non Hispanic
2012,White,4,4,Property,Forgery/Fraud,Paroled,1JD,1,1,0,0,Non Hispanic
2012,Black,4,4,Property,Burglary,Paroled,3JD,0,0,0,0,Non Hispanic
2012,White,1,6,Property,Burglary,Paroled,3JD,0,1,0,0,Non Hispanic
2012,White,1,6,Violent,Other Violent,Paroled,ISC,0,0,0,0,Non Hispanic
2012,White,2,6,Property,Theft,Paroled,7JD,0,1,0,0,Non Hispanic
2012,White,1,4,Property,Theft,Discharged,,1,0,0,0,Non Hispanic
2012,White,3,4,Public Order,Sex Offender Registry/Residency,Paroled,5JD,0,1,0,1,Non Hispanic
2012,White,4,6,Property,Theft,Paroled,3JD,0,1,0,0,Non Hispanic
2012,White,2,7,Drug,Trafficking,Paroled,6JD,1,1,0,0,Non Hispanic
2012,White,3,3,Property,Forgery/Fraud,Discharged,,1,0,0,0,Non Hispanic
2012,White,2,4,Property,Burglary,Paroled,3JD,1,1,0,1,Non Hispanic
2012,White,1,4,Public Order,OWI,Paroled,3JD,0,1,0,1,Non Hispanic
2012,White,1,4,Public Order,OWI,Paroled,3JD,0,1,0,1,Non Hispanic
2012,White,3,6,Drug,Trafficking,Paroled,3JD,0,1,0,0,Non Hispanic
2012,White,5,4,Public Order,Flight/Escape,Paroled,5JD,0,1,0,1,Non Hispanic
2012,White,4,7,Drug,Trafficking,Paroled,5JD,1,1,0,0,Non Hispanic
2012,White,3,4,Drug,Drug Possession,Paroled,5JD,1,1,0,2,Non Hispanic
2012,White,4,3,Public Order,Alcohol,Paroled,2JD,1,1,0,0,Non Hispanic
2012,White,3,6,Property,Theft,Discharged,,1,0,0,0,Non Hispanic
2012,White,3,3,Drug,Other Drug,Paroled,1JD,0,1,0,0,Non Hispanic
2012,White,2,4,Property,Theft,Paroled,6JD,0,1,1,0,Non Hispanic
2012,White,2,4,Property,Theft,Paroled,6JD,0,1,1,0,Non Hispanic
2012,White,1,4,Property,Forgery/Fraud,Paroled,3JD,0,1,0,0,Non Hispanic
2012,Black,1,6,Property,Burglary,Paroled,ISC,1,0,0,0,Non Hispanic
2012,Black,4,4,Property,Burglary,Paroled,1JD,0,1,0,1,Non Hispanic
2012,White,5,3,Violent,Sex,Special Sentence,4JD,0,1,0,0,Non Hispanic
2012,Black,2,7,Drug,Trafficking,Paroled,7JD,1,1,1,0,Non Hispanic
2012,White,2,4,Property,Burglary,Paroled,6JD,1,1,0,0,Non Hispanic
2012,White,3,4,Property,Burglary,Paroled,2JD,0,1,0,0,Non Hispanic
2012,White,3,4,Property,Burglary,Paroled,2JD,0,1,0,0,Non Hispanic
2012,White,3,4,Property,Theft,Paroled,3JD,1,1,0,0,Non Hispanic
2012,White,4,7,Drug,Trafficking,Paroled,5JD,0,1,1,0,Non Hispanic
2012,White,4,7,Drug,Trafficking,Paroled,5JD,0,1,1,0,Non Hispanic
2012,White,3,6,Property,Burglary,Paroled,1JD,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Paroled,2JD,1,1,0,0,Non Hispanic
2012,White,4,3,Public Order,Alcohol,Discharged,,1,0,1,0,Non Hispanic
2012,White,2,6,Violent,Assault,Discharged,,0,0,0,0,Non Hispanic
2012,White,2,6,Violent,Assault,Discharged,,0,0,0,0,Non Hispanic
2012,White,2,6,Violent,Assault,Discharged,,0,0,0,0,Non Hispanic
2012,White,2,6,Violent,Assault,Discharged,,0,0,0,0,Non Hispanic
2012,Black,2,4,Violent,Assault,Discharged,,0,0,1,0,Non Hispanic
2012,Black,4,4,Drug,Drug Possession,Paroled,1JD,0,1,0,2,Non Hispanic
2012,Black,4,4,Drug,Drug Possession,Paroled,1JD,0,1,0,2,Non Hispanic
2012,White,1,4,Public Order,Flight/Escape,Discharged,,0,0,0,0,Non Hispanic
2012,White,3,3,Property,Theft,Discharged,,1,0,0,0,Non Hispanic
2012,White,1,6,Drug,Trafficking,Paroled,8JD,1,1,0,0,Non Hispanic
2012,White,2,4,Property,Burglary,Paroled,2JD,0,1,0,0,Non Hispanic
2012,White,4,4,Drug,Trafficking,Paroled,8JD,0,1,1,0,Non Hispanic
2012,White,2,4,Property,Forgery/Fraud,Discharged,,0,0,1,0,Non Hispanic
2012,White,2,4,Violent,Assault,Paroled,5JD,0,1,1,0,Non Hispanic
2012,White,2,4,Violent,Assault,Paroled,5JD,0,1,1,0,Non Hispanic
2012,White,2,3,Public Order,OWI,Paroled,2JD,0,1,0,1,Non Hispanic
2012,White,2,3,Public Order,OWI,Paroled,2JD,0,1,0,1,Non Hispanic
2012,White,2,4,Drug,Drug Possession,Paroled,2JD,0,0,0,2,Non Hispanic
2012,White,2,4,Drug,Trafficking,Paroled,8JD,1,1,0,0,Non Hispanic
2012,White,1,4,Drug,Trafficking,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Drug,Trafficking,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Drug,Trafficking,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Drug,Trafficking,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Drug,Trafficking,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Drug,Trafficking,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Drug,Trafficking,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Drug,Trafficking,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Drug,Trafficking,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Drug,Trafficking,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Drug,Trafficking,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Drug,Trafficking,Discharged,,0,0,0,0,Non Hispanic
2012,Black,4,3,Public Order,Alcohol,Discharged,,0,0,0,0,Non Hispanic
2012,Black,4,3,Public Order,Alcohol,Discharged,,0,0,0,0,Non Hispanic
2012,Black,4,3,Public Order,Alcohol,Discharged,,0,0,0,0,Non Hispanic
2012,White,4,7,Other,Other Criminal,Paroled,ISC,0,1,1,0,Non Hispanic
2012,Black,1,4,Drug,Trafficking,Paroled,7JD,0,1,0,0,Non Hispanic
2012,Black,1,4,Drug,Trafficking,Paroled,7JD,0,1,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Special Sentence,4JD,1,1,0,0,Non Hispanic
2012,White,3,3,Violent,Assault,Discharged,,1,0,0,0,Non Hispanic
2012,White,3,3,Property,Forgery/Fraud,Paroled,1JD,0,1,0,0,Non Hispanic
2012,White,2,4,Property,Forgery/Fraud,Paroled,3JD,0,1,0,0,Non Hispanic
2012,Black,2,4,Drug,Drug Possession,Paroled,7JD,0,1,0,2,Non Hispanic
2012,Black,2,4,Drug,Drug Possession,Paroled,7JD,0,1,0,2,Non Hispanic
2012,Black,2,4,Drug,Drug Possession,Paroled,7JD,0,1,0,2,Non Hispanic
2012,White,2,4,Property,Theft,Paroled,8JD,0,1,0,0,Non Hispanic
2012,White,2,4,Drug,Other Drug,Discharged,,1,0,1,0,Non Hispanic
2012,Black,1,3,Violent,Assault,Discharged,,1,0,0,0,Non Hispanic
2012,White,1,4,Other,Other Criminal,Paroled,2JD,1,1,0,0,Non Hispanic
2012,White,1,4,Property,Theft,Discharged,,1,0,0,0,Non Hispanic
2012,Black,3,4,Violent,Robbery,Paroled,3JD,1,1,0,2,Non Hispanic
2012,N/A/PA,3,6,Drug,Trafficking,Paroled,5JD,0,1,1,0,Hispanic
2012,White,2,4,Drug,Trafficking,Paroled,ISC,1,1,0,0,Non Hispanic
2012,White,3,6,Drug,Trafficking,Paroled,8JD,1,1,0,0,Non Hispanic
2012,Black,1,4,Drug,Trafficking,Discharged,,1,0,0,0,Non Hispanic
2012,White,1,4,Violent,Assault,Paroled,5JD,1,1,0,0,Non Hispanic
2012,White,2,4,Violent,Assault,Paroled,7JD,0,1,0,0,Non Hispanic
2012,White,2,4,Violent,Assault,Paroled,7JD,0,1,0,0,Non Hispanic
2012,Black,3,7,Drug,Trafficking,Paroled,5JD,0,1,0,0,Non Hispanic
2012,Black,3,7,Drug,Trafficking,Paroled,5JD,0,1,0,0,Non Hispanic
2012,White,5,4,Property,Vandalism,Paroled,5JD,1,1,0,0,Non Hispanic
2012,White,3,4,Property,Burglary,Paroled,5JD,0,1,0,1,Non Hispanic
2012,White,2,6,Property,Theft,Paroled,8JD,1,1,0,0,Non Hispanic
2012,Black,4,6,Violent,Robbery,Paroled,1JD,0,1,0,1,Non Hispanic
2012,White,4,6,Violent,Kidnap,Paroled,ISC,0,0,0,0,Non Hispanic
2012,White,1,2,Public Order,OWI,Discharged,,0,0,0,0,Non Hispanic
2012,White,2,4,Property,Forgery/Fraud,Paroled,2JD,1,1,1,0,Non Hispanic
2012,White,1,3,Violent,Other Violent,Discharged,,0,0,1,0,Non Hispanic
2012,Black,2,6,Violent,Assault,Discharged,,0,0,0,0,Non Hispanic
2012,White,3,4,Drug,Other Drug,Discharged,,0,0,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,8JD,1,1,0,0,Non Hispanic
2012,White,3,3,Public Order,Traffic,Discharged,,0,0,0,0,Non Hispanic
2012,White,2,4,Drug,Trafficking,Paroled,5JD,1,1,0,1,Non Hispanic
2012,Black,1,4,Violent,Assault,Discharged,,1,0,0,0,Non Hispanic
2012,White,4,6,Property,Theft,Paroled,2JD,0,1,0,0,Non Hispanic
2012,White,4,6,Violent,Sex,Special Sentence,5JD,0,1,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,ISC,0,1,1,0,Non Hispanic
2012,Black,2,6,Drug,Trafficking,Paroled,5JD,0,1,0,0,Non Hispanic
2012,Black,2,6,Drug,Trafficking,Paroled,5JD,0,1,0,0,Non Hispanic
2012,Black,2,6,Drug,Trafficking,Paroled,5JD,0,1,0,0,Non Hispanic
2012,Black,2,6,Drug,Trafficking,Paroled,5JD,0,1,0,0,Non Hispanic
2012,Black,2,6,Drug,Trafficking,Paroled,5JD,0,1,0,0,Non Hispanic
2012,Black,2,6,Drug,Trafficking,Paroled,5JD,0,1,0,0,Non Hispanic
2012,Black,2,6,Drug,Trafficking,Paroled,5JD,0,1,0,0,Non Hispanic
2012,Black,2,6,Drug,Trafficking,Paroled,5JD,0,1,0,0,Non Hispanic
2012,Black,2,6,Drug,Trafficking,Paroled,5JD,0,1,0,0,Non Hispanic
2012,Black,2,6,Drug,Trafficking,Paroled,5JD,0,1,0,0,Non Hispanic
2012,White,3,6,Property,Burglary,Paroled,3JD,0,1,0,0,Non Hispanic
2012,White,3,6,Property,Burglary,Paroled,3JD,0,1,0,0,Non Hispanic
2012,White,3,3,Property,Forgery/Fraud,Paroled,5JD,0,1,0,0,Non Hispanic
2012,White,1,4,Property,Theft,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Theft,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Theft,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Theft,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Theft,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Theft,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Theft,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Theft,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Theft,Discharged,,0,0,0,0,Non Hispanic
2012,Black,2,4,Violent,Murder/Manslaughter,Paroled,6JD,1,1,0,0,Non Hispanic
2012,Black,4,6,Drug,Trafficking,Paroled,6JD,0,1,1,0,Non Hispanic
2012,Black,2,6,Violent,Sex,Paroled,1JD,0,1,0,0,Non Hispanic
2012,White,5,6,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,Black,1,6,Property,Theft,Paroled,3JD,1,0,0,0,Non Hispanic
2012,Black,2,3,Violent,Other Violent,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,1,0,0,0,Non Hispanic
2012,White,4,3,Public Order,Alcohol,Discharged,,1,0,0,0,Non Hispanic
2012,White,1,4,Drug,Drug Possession,Paroled,5JD,0,1,0,2,Non Hispanic
2012,White,2,4,Public Order,Other Public Order,Paroled,5JD,0,1,1,0,Non Hispanic
2012,White,2,4,Public Order,Traffic,Discharged,,1,0,0,0,Non Hispanic
2012,White,3,4,Property,Forgery/Fraud,Paroled,6JD,1,1,0,0,Non Hispanic
2012,Black,4,4,Drug,Trafficking,Paroled,1JD,0,1,0,1,Non Hispanic
2012,Black,4,4,Drug,Trafficking,Paroled,1JD,0,1,0,1,Non Hispanic
2012,Black,4,4,Drug,Trafficking,Paroled,1JD,0,1,0,1,Non Hispanic
2012,White,1,4,Drug,Trafficking,Paroled,4JD,0,1,0,0,Non Hispanic
2012,White,3,6,Drug,Trafficking,Paroled,7JD,0,1,0,0,Non Hispanic
2012,White,4,4,Violent,Assault,Paroled,7JD,1,1,1,0,Non Hispanic
2012,White,2,7,Other,Other Criminal,Paroled,ISC,0,1,0,0,Non Hispanic
2012,White,3,4,Public Order,OWI,Paroled,8JD,1,1,0,1,Non Hispanic
2012,White,1,4,Violent,Kidnap,Discharged,,0,0,0,0,Non Hispanic
2012,White,2,6,Drug,Trafficking,Paroled,3JD,1,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
2012,White,1,4,Property,Burglary,Discharged,,0,0,0,0,Non Hispanic
