,yr_released,report_year,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,felony
9385,2012,2015,Black,3,C Felony,Drug,Trafficking,Parole,5JD,0,1,1,True
9387,2012,2015,White,0,C Felony,Drug,Trafficking,Parole,5JD,1,1,0,True
9388,2012,2015,Black,3,B Felony,Violent,Murder/Manslaughter,Parole,5JD,0,1,1,True
9389,2012,2015,White,1,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,1,0,0,True
9390,2012,2015,Black,1,C Felony,Drug,Trafficking,Parole,1JD,1,1,0,True
9391,2012,2015,White,2,B Felony,Violent,Other Violent,Parole,5JD,0,0,0,True
9392,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Parole,7JD,1,1,0,True
9393,2012,2015,White,0,D Felony,Property,Vandalism,Parole,5JD,0,1,0,True
9394,2012,2015,White,0,D Felony,Property,Vandalism,Parole,5JD,0,1,0,True
9395,2012,2015,Black,2,C Felony,Violent,Robbery,Parole,ISC,0,1,0,True
9396,2012,2015,Black,2,C Felony,Violent,Robbery,Parole,ISC,0,1,0,True
9397,2012,2015,Black,0,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,0,1,1,False
9398,2012,2015,White,1,D Felony,Property,Theft,Parole,3JD,0,1,0,True
9399,2012,2015,White,1,D Felony,Property,Theft,Parole,3JD,0,1,0,True
9400,2012,2015,White,1,D Felony,Property,Theft,Parole,3JD,0,1,0,True
9401,2012,2015,Black,3,C Felony,Drug,Trafficking,Parole,1JD,0,1,0,True
9402,2012,2015,Black,3,C Felony,Drug,Trafficking,Parole,1JD,0,1,0,True
9403,2012,2015,Black,3,C Felony,Drug,Trafficking,Parole,1JD,0,1,0,True
9404,2012,2015,Hispanic,1,D Felony,Drug,Trafficking,Parole,ISC,0,0,0,True
9405,2012,2015,Hispanic,1,D Felony,Drug,Trafficking,Parole,ISC,0,0,0,True
9406,2012,2015,White,1,C Felony,Drug,Trafficking,Parole,7JD,1,1,1,True
9407,2012,2015,White,2,B Felony,Violent,Sex,Discharged – End of Sentence,unknown,1,0,0,True
9408,2012,2015,White,0,D Felony,Violent,Assault,Parole,ISC,0,0,0,True
9409,2012,2015,White,1,Aggravated Misdemeanor,Property,Arson,Discharged – End of Sentence,unknown,0,0,0,False
9410,2012,2015,Black,2,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,False
9411,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0,True
9412,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0,True
9413,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0,True
9414,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0,True
9415,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0,True
9416,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0,True
9417,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0,True
9418,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0,True
9419,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0,True
9420,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0,True
9421,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0,True
9422,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0,True
9423,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0,True
9424,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0,True
9425,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0,True
9426,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0,True
9427,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0,True
9428,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0,True
9429,2012,2015,Hispanic,1,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,unknown,1,0,0,False
9430,2012,2015,White,1,D Felony,Drug,Drug Possession,Parole,6JD,1,1,1,True
9431,2012,2015,Black,2,D Felony,Drug,Other Drug,Parole,7JD,1,1,0,True
9432,2012,2015,White,2,D Felony,Drug,Trafficking,Parole,3JD,0,1,0,True
9433,2012,2015,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9434,2012,2015,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9435,2012,2015,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9436,2012,2015,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9437,2012,2015,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9438,2012,2015,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9439,2012,2015,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9440,2012,2015,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9441,2012,2015,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9442,2012,2015,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9443,2012,2015,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9444,2012,2015,Black,0,Aggravated Misdemeanor,Public Order,Weapons,Discharged – End of Sentence,unknown,1,0,0,False
9445,2012,2015,Black,3,D Felony,Property,Forgery/Fraud,Parole,5JD,0,1,0,True
9446,2012,2015,White,3,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,True
9447,2012,2015,White,3,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,True
9448,2012,2015,White,3,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,True
9449,2012,2015,White,3,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,True
9450,2012,2015,White,3,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,True
9451,2012,2015,White,3,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,True
9452,2012,2015,White,3,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,True
9453,2012,2015,White,3,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,True
9454,2012,2015,White,3,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,True
9455,2012,2015,White,0,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,1,0,0,True
9456,2012,2015,White,3,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,unknown,1,0,0,False
9457,2012,2015,White,4,D Felony,Public Order,OWI,Parole,1JD,0,1,0,True
9458,2012,2015,White,4,D Felony,Public Order,OWI,Parole,1JD,0,1,0,True
9459,2012,2015,White,3,D Felony,Drug,Drug Possession,Parole,5JD,1,1,0,True
9460,2012,2015,White,1,C Felony,Drug,Trafficking,Parole,5JD,1,1,0,True
9461,2012,2015,Black,1,D Felony,Drug,Trafficking,Parole,ISC,0,1,0,True
9462,2012,2015,White,1,Aggravated Misdemeanor,Violent,Other Violent,Discharged – End of Sentence,unknown,1,0,0,False
9463,2012,2015,White,4,B Felony,Violent,Murder/Manslaughter,Parole,7JD,0,1,0,True
9464,2012,2015,Black,0,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,1,0,0,True
9465,2012,2015,White,1,B Felony,Drug,Trafficking,Parole,2JD,1,1,0,True
9466,2012,2015,White,1,B Felony,Violent,Other Violent,Parole,5JD,0,1,0,True
9467,2012,2015,White,3,D Felony,Drug,Drug Possession,Parole,5JD,0,0,0,True
9468,2012,2015,Black,3,D Felony,Property,Burglary,Parole,6JD,1,0,0,True
9469,2012,2015,White,0,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,unknown,1,0,0,False
9470,2012,2015,White,4,D Felony,Violent,Sex,Special Sentence,3JD,0,1,0,True
9471,2012,2015,White,0,D Felony,Public Order,Sex Offender Registry/Residency,Parole,3JD,1,1,0,True
9472,2012,2015,White,1,D Felony,Violent,Assault,Parole,5JD,0,1,0,True
9473,2012,2015,White,1,D Felony,Violent,Assault,Parole,5JD,0,1,0,True
9474,2012,2015,White,1,D Felony,Violent,Assault,Parole,5JD,0,1,0,True
9475,2012,2015,White,1,D Felony,Violent,Assault,Parole,5JD,0,1,0,True
9476,2012,2015,Black,0,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,1,0,0,True
9477,2012,2015,White,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,1,0,0,True
9478,2012,2015,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,True
9479,2012,2015,White,3,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0,False
9480,2012,2015,White,3,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0,False
9481,2012,2015,White,3,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0,False
9482,2012,2015,White,3,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0,False
9483,2012,2015,White,3,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0,False
9484,2012,2015,White,3,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0,False
9485,2012,2015,White,3,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0,False
9486,2012,2015,White,3,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0,False
9487,2012,2015,White,3,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0,False
9488,2012,2015,Black,1,D Felony,Drug,Trafficking,Parole,7JD,0,1,0,True
9489,2012,2015,Black,1,D Felony,Drug,Trafficking,Parole,7JD,0,1,0,True
9490,2012,2015,Black,4,D Felony,Drug,Drug Possession,Parole,5JD,0,1,0,True
9492,2012,2015,American Native,0,D Felony,Property,Vandalism,Discharged – End of Sentence,unknown,0,0,0,True
9493,2012,2015,Hispanic,1,D Felony,Property,Theft,Parole,7JD,0,1,1,True
9494,2012,2015,Black,1,C Felony,Property,Forgery/Fraud,Parole,5JD,1,1,0,True
9495,2012,2015,White,3,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,unknown,1,0,0,False
9496,2012,2015,White,1,B Felony,Other,Other Criminal,Parole,8JD,0,1,0,True
9497,2012,2015,White,0,Aggravated Misdemeanor,Violent,Sex,Special Sentence,2JD,0,0,1,False
9498,2012,2015,Black,1,C Felony,Drug,Trafficking,Parole,7JD,1,0,0,True
9499,2012,2015,White,4,C Felony,Drug,Drug Possession,Parole,5JD,0,1,1,True
9500,2012,2015,White,1,C Felony,Drug,Trafficking,Parole,7JD,0,0,1,True
9501,2012,2015,White,4,C Felony,Violent,Robbery,Discharged – End of Sentence,unknown,0,0,0,True
9502,2012,2015,White,4,C Felony,Violent,Robbery,Discharged – End of Sentence,unknown,0,0,0,True
9503,2012,2015,Black,0,D Felony,Violent,Other Violent,Parole,1JD,0,1,1,True
9504,2012,2015,Hispanic,1,C Felony,Violent,Assault,Parole,ISC,0,0,0,True
9505,2012,2015,Black,3,Aggravated Misdemeanor,Violent,Sex,Special Sentence,7JD,1,1,0,False
9506,2012,2015,White,4,Felony - Enhancement to Original Penalty,Property,Burglary,Parole,6JD,0,1,0,True
9507,2012,2015,Black,1,D Felony,Drug,Other Drug,Discharged – End of Sentence,unknown,1,0,0,True
9508,2012,2015,Black,1,C Felony,Drug,Trafficking,Parole,7JD,1,1,0,True
9509,2012,2015,White,3,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,True
9510,2012,2015,White,3,Felony - Enhancement to Original Penalty,Property,Theft,Discharged – End of Sentence,unknown,0,0,0,True
9511,2012,2015,Black,2,D Felony,Drug,Drug Possession,Parole,1JD,1,1,0,True
9512,2012,2015,Hispanic,3,Aggravated Misdemeanor,Property,Theft,Parole,5JD,0,1,1,False
9513,2012,2015,Black,2,D Felony,Drug,Trafficking,Parole,7JD,0,1,0,True
9514,2012,2015,Black,2,D Felony,Property,Theft,Parole,6JD,1,1,0,True
9515,2012,2015,Black,3,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,1,0,0,True
9516,2012,2015,Black,0,C Felony,Property,Theft,Discharged – End of Sentence,unknown,1,0,0,True
9517,2012,2015,Black,0,C Felony,Drug,Trafficking,Parole,1JD,1,1,0,True
9518,2012,2015,Black,1,B Felony,Violent,Other Violent,Discharged – End of Sentence,unknown,0,0,0,True
9519,2012,2015,White,1,D Felony,Public Order,OWI,Parole,8JD,1,1,0,True
9520,2012,2015,American Native,1,C Felony,Drug,Trafficking,Parole,3JD,1,1,0,True
9521,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Parole,4JD,1,1,1,True
9522,2012,2015,White,2,D Felony,Drug,Trafficking,Parole,ISC,0,0,0,True
9523,2012,2015,White,2,D Felony,Drug,Trafficking,Parole,ISC,0,0,0,True
9524,2012,2015,White,2,D Felony,Drug,Trafficking,Parole,ISC,0,0,0,True
9525,2012,2015,White,2,D Felony,Violent,Assault,Parole,2JD,1,1,0,True
9526,2012,2015,White,1,D Felony,Public Order,Sex Offender Registry/Residency,Parole,7JD,0,1,0,True
9527,2012,2015,White,4,C Felony,Violent,Assault,Parole,2JD,0,1,0,True
9528,2012,2015,Black,3,Aggravated Misdemeanor,Public Order,OWI,Parole,5JD,1,1,1,False
9529,2012,2015,Black,0,C Felony,Violent,Other Violent,Parole,5JD,0,1,1,True
9530,2012,2015,Black,2,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,True
9531,2012,2015,Hispanic,1,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,unknown,1,0,0,False
9532,2012,2015,White,0,D Felony,Property,Burglary,Parole,1JD,0,0,0,True
9533,2012,2015,White,0,D Felony,Property,Burglary,Parole,1JD,0,0,0,True
9534,2012,2015,Black,2,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9535,2012,2015,Black,2,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9536,2012,2015,Black,2,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9537,2012,2015,Black,2,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9538,2012,2015,Black,2,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9539,2012,2015,Black,2,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9540,2012,2015,Black,2,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9541,2012,2015,Black,2,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
9542,2012,2015,White,2,D Felony,Public Order,OWI,Parole,3JD,1,1,0,True
9543,2012,2015,White,1,C Felony,Drug,Trafficking,Parole,5JD,0,1,1,True
9544,2012,2015,White,1,C Felony,Drug,Trafficking,Parole,5JD,0,1,1,True
9545,2012,2015,White,1,C Felony,Drug,Trafficking,Parole,5JD,0,1,1,True
9546,2012,2015,White,1,C Felony,Drug,Trafficking,Parole,5JD,0,1,1,True
9547,2012,2015,White,1,C Felony,Drug,Trafficking,Parole,5JD,0,1,1,True
9548,2012,2015,White,1,C Felony,Drug,Trafficking,Parole,5JD,0,1,1,True
9549,2012,2015,White,1,D Felony,Property,Theft,Discharged – End of Sentence,unknown,1,0,0,True
9550,2012,2015,White,1,D Felony,Public Order,Weapons,Parole,1JD,0,1,1,True
9551,2012,2015,White,3,D Felony,Property,Burglary,Parole,7JD,0,1,0,True
9552,2012,2015,White,1,Felony - Enhancement to Original Penalty,Property,Theft,Parole,8JD,0,1,0,True
9553,2012,2015,Black,1,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,0,1,0,True
9554,2012,2015,White,3,D Felony,Public Order,OWI,Parole,5JD,0,0,0,True
9555,2012,2015,White,3,D Felony,Property,Burglary,Parole,5JD,0,1,0,True
9556,2012,2015,White,3,D Felony,Property,Burglary,Parole,5JD,0,1,0,True
9557,2012,2015,American Native,1,C Felony,Property,Burglary,Parole,3JD,1,1,0,True
9558,2012,2015,White,1,C Felony,Property,Burglary,Discharged – End of Sentence,unknown,1,0,0,True
9559,2012,2015,White,2,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
9560,2012,2015,White,2,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
9561,2012,2015,White,2,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
9562,2012,2015,White,2,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
9563,2012,2015,White,2,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
9564,2012,2015,White,3,Felony - Enhancement to Original Penalty,Drug,Drug Possession,Parole,2JD,1,1,0,True
9565,2012,2015,White,2,C Felony,Violent,Sex,Special Sentence,8JD,0,1,0,True
9566,2012,2015,Black,2,D Felony,Drug,Drug Possession,Discharged – End of Sentence,unknown,0,0,0,True
9567,2012,2015,Black,2,D Felony,Drug,Drug Possession,Discharged – End of Sentence,unknown,0,0,0,True
9568,2012,2015,Black,2,D Felony,Drug,Drug Possession,Discharged – End of Sentence,unknown,0,0,0,True
9569,2012,2015,White,0,D Felony,Drug,Trafficking,Parole,4JD,1,1,0,True
9570,2012,2015,White,1,C Felony,Property,Theft,Parole,8JD,1,1,1,True
9571,2012,2015,White,4,C Felony,Violent,Other Violent,Parole,3JD,1,1,0,True
9572,2012,2015,Black,0,D Felony,Violent,Assault,Parole,1JD,0,1,1,True
9573,2012,2015,White,1,Aggravated Misdemeanor,Drug,Drug Possession,Parole,2JD,0,1,0,False
9574,2012,2015,White,1,Aggravated Misdemeanor,Drug,Drug Possession,Parole,2JD,0,1,0,False
9575,2012,2015,White,1,D Felony,Drug,Drug Possession,Parole,1JD,0,1,0,True
9576,2012,2015,White,3,D Felony,Property,Burglary,Parole,4JD,0,1,0,True
9577,2012,2015,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,False
9578,2012,2015,Black,2,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,False
9579,2012,2015,Black,1,B Felony,Violent,Other Violent,Parole,5JD,0,1,0,True
9580,2012,2015,Black,1,B Felony,Violent,Other Violent,Parole,5JD,0,1,0,True
9581,2012,2015,Black,1,D Felony,Other,Other Criminal,Discharged – End of Sentence,unknown,1,0,0,True
9582,2012,2015,Black,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,1,0,0,True
9583,2012,2015,White,2,C Felony,Drug,Trafficking,Parole,5JD,0,0,0,True
9584,2012,2015,White,2,C Felony,Drug,Trafficking,Parole,5JD,0,0,0,True
9585,2012,2015,White,2,C Felony,Drug,Trafficking,Parole,5JD,0,0,0,True
9586,2012,2015,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,1,0,1,False
9587,2012,2015,White,3,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,0,0,0,True
9588,2012,2015,Hispanic,1,C Felony,Drug,Trafficking,Parole,2JD,0,1,0,True
9589,2012,2015,Hispanic,1,C Felony,Drug,Trafficking,Parole,2JD,0,1,0,True
9591,2012,2015,Hispanic,0,D Felony,Property,Vandalism,Discharged – End of Sentence,unknown,1,0,0,True
9592,2012,2015,Black,0,Aggravated Misdemeanor,Property,Theft,Parole,1JD,1,1,0,False
9593,2012,2015,White,3,B Felony,Drug,Trafficking,Parole,ISC,1,1,0,True
9594,2012,2015,White,2,C Felony,Violent,Sex,Special Sentence,ISC,0,1,0,True
9595,2012,2015,White,1,C Felony,Drug,Trafficking,Parole,8JD,1,1,0,True
9596,2012,2015,Black,0,C Felony,Property,Theft,Parole,7JD,0,0,0,True
9597,2012,2015,Black,1,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,unknown,0,0,0,False
9598,2012,2015,Black,1,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,unknown,0,0,0,False
9599,2012,2015,Black,1,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,unknown,0,0,0,False
9600,2012,2015,White,0,D Felony,Public Order,Weapons,Discharged – End of Sentence,unknown,1,0,0,True
9601,2012,2015,Black,3,D Felony,Drug,Trafficking,Parole,5JD,1,1,0,True
9602,2012,2015,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,False
9603,2012,2015,Black,3,D Felony,Property,Forgery/Fraud,Parole,8JD,1,1,0,True
9604,2012,2015,White,1,C Felony,Drug,Trafficking,Parole,5JD,1,1,0,True
9605,2012,2015,White,3,B Felony,Drug,Trafficking,Parole,5JD,1,1,0,True
9606,2012,2015,White,1,D Felony,Property,Vandalism,Parole,7JD,0,1,0,True
9607,2012,2015,White,3,B Felony,Drug,Trafficking,Parole,1JD,1,1,0,True
9608,2012,2015,Black,1,D Felony,Violent,Assault,Parole,ISC,0,0,1,True
9609,2012,2015,White,1,D Felony,Drug,Trafficking,Parole,8JD,1,1,0,True
9610,2012,2015,Black,3,D Felony,Public Order,Weapons,Parole,7JD,0,1,0,True
9611,2012,2015,White,1,C Felony,Violent,Sex,Parole,2JD,1,1,0,True
9612,2012,2015,White,1,D Felony,Drug,Drug Possession,Parole,2JD,1,0,1,True
9613,2012,2015,Black,2,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,False
9614,2012,2015,Black,1,C Felony,Drug,Trafficking,Parole,ISC,1,1,0,True
9615,2012,2015,White,0,D Felony,Public Order,Weapons,Discharged – End of Sentence,unknown,1,0,0,True
9616,2012,2015,White,1,D Felony,Public Order,OWI,Parole,8JD,1,1,1,True
9617,2012,2015,White,2,D Felony,Property,Forgery/Fraud,Parole,7JD,0,1,1,True
9618,2012,2015,Hispanic,0,D Felony,Public Order,Flight/Escape,Parole,3JD,1,1,0,True
9619,2012,2015,Black,2,D Felony,Property,Theft,Parole,5JD,0,1,0,True
9620,2012,2015,Black,3,Felony - Enhancement to Original Penalty,Property,Burglary,Parole,7JD,0,1,0,True
9621,2012,2015,White,3,Aggravated Misdemeanor,Other,Special Sentence Revocation,Special Sentence,5JD,0,1,0,False
9622,2012,2015,White,1,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,1,0,0,True
9623,2012,2015,Black,1,D Felony,Public Order,OWI,Parole,5JD,0,1,0,True
9624,2012,2015,Black,1,D Felony,Public Order,OWI,Parole,5JD,0,1,0,True
9625,2012,2015,Black,1,D Felony,Public Order,OWI,Parole,5JD,0,1,0,True
9626,2012,2015,Black,0,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,1,1,0,False
9627,2012,2015,Black,3,Felony - Enhancement to Original Penalty,Property,Burglary,Parole,5JD,1,1,0,True
9628,2012,2015,White,1,Felony - Enhancement to Original Penalty,Public Order,OWI,Parole,3JD,1,0,0,True
9629,2012,2015,White,1,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,0,1,1,True
9630,2012,2015,White,2,C Felony,Violent,Sex,Parole,ISC,0,0,0,True
9631,2012,2015,American Native,3,C Felony,Property,Theft,Parole,5JD,1,1,1,True
9632,2012,2015,White,2,C Felony,Violent,Robbery,Parole,2JD,1,1,0,True
9633,2012,2015,Black,3,D Felony,Property,Burglary,Parole,7JD,0,1,0,True
9634,2012,2015,Black,0,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,unknown,1,0,0,False
9635,2012,2015,White,4,Aggravated Misdemeanor,Violent,Sex,Special Sentence,5JD,1,1,0,False
9636,2012,2015,White,3,C Felony,Property,Burglary,Discharged – End of Sentence,unknown,1,0,0,True
9637,2012,2015,Black,1,C Felony,Drug,Trafficking,Parole,5JD,1,1,0,True
9638,2012,2015,White,2,D Felony,Drug,Drug Possession,Parole,8JD,1,1,0,True
9639,2012,2015,White,1,D Felony,Property,Theft,Parole,5JD,0,1,1,True
9640,2012,2015,Black,1,D Felony,Drug,Drug Possession,Parole,2JD,1,1,0,True
9641,2012,2015,White,2,D Felony,Drug,Drug Possession,Parole,4JD,0,1,0,True
9642,2012,2015,American Native,2,D Felony,Property,Forgery/Fraud,Parole,3JD,1,1,0,True
9643,2012,2015,Black,0,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,True
9644,2012,2015,Black,2,D Felony,Public Order,Weapons,Parole,5JD,1,1,0,True
9645,2012,2015,White,0,D Felony,Violent,Murder/Manslaughter,Parole,7JD,0,1,0,True
9646,2012,2015,White,1,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,1,0,0,True
9647,2012,2015,White,1,B Felony,Other,Other Criminal,Parole,3JD,1,1,0,True
9648,2012,2015,White,1,D Felony,Property,Vandalism,Parole,5JD,1,1,0,True
9649,2012,2015,White,2,D Felony,Property,Burglary,Parole,8JD,1,1,0,True
9650,2012,2015,White,2,B Felony,Drug,Trafficking,Parole,5JD,0,0,0,True
9651,2012,2015,White,2,B Felony,Drug,Trafficking,Parole,5JD,0,0,0,True
9652,2012,2015,White,0,C Felony,Drug,Trafficking,Parole,1JD,1,1,0,True
9653,2012,2015,Black,3,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,unknown,1,0,0,False
9654,2012,2015,White,1,D Felony,Property,Forgery/Fraud,Parole,5JD,1,1,1,True
9655,2012,2015,White,1,Aggravated Misdemeanor,Public Order,OWI,Parole,ISC,0,1,0,False
9656,2012,2015,Black,1,C Felony,Property,Theft,Discharged – End of Sentence,unknown,0,0,1,True
9658,2012,2015,White,3,B Felony,Drug,Trafficking,Parole,5JD,1,1,0,True
9659,2012,2015,Black,4,B Felony,Violent,Murder/Manslaughter,Parole,6JD,0,1,1,True
9660,2012,2015,Black,2,D Felony,Drug,Trafficking,Parole,1JD,0,0,0,True
9661,2012,2015,Black,3,Felony - Enhancement to Original Penalty,Drug,Drug Possession,Parole,1JD,1,1,0,True
9662,2012,2015,Black,0,D Felony,Violent,Assault,Parole,6JD,1,1,0,True
9663,2012,2015,White,3,Felony - Enhancement to Original Penalty,Violent,Murder/Manslaughter,Parole,3JD,1,1,0,True
9664,2012,2015,White,3,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,unknown,1,0,0,False
9665,2012,2015,Black,0,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,1,True
9666,2012,2015,White,3,C Felony,Property,Theft,Parole,ISC,0,1,0,True
9667,2012,2015,Black,1,D Felony,Public Order,OWI,Parole,6JD,0,1,1,True
9668,2012,2015,White,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,1,True
